Name,Category,Price,SKU,Brand,images
Camiseta Masculina Manga Curta - Rosa,Camiseta Masculina Manga Curta - Rosa,"R$59,99                
                    R$45,90",0201KSVEN_ROSAMEDIO,HERING,"https://d21r59uixrp2d9.cloudfront.net/media/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/i/m/img_9178_43.jpg,https://d21r59uixrp2d9.cloudfront.net/media/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/l/o/look_73_567.jpg,https://d21r59uixrp2d9.cloudfront.net/media/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/i/m/img_2886_15.jpg,https://d21r59uixrp2d9.cloudfront.net/media/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/i/m/img_2887_8.jpg,https://d21r59uixrp2d9.cloudfront.net/media/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/i/m/img_2888_50.jpg"
